city,district,village,neighborhood,address,compile_date,compile_type
台北市,大安區,民輝里,002鄰,新生南路一段１１７號七樓,民國114年10月17日,門牌初編
台北市,大安區,民輝里,002鄰,新生南路一段１１７號九樓,民國114年10月17日,門牌初編
台北市,大安區,民輝里,002鄰,新生南路一段１１７號八樓,民國114年10月17日,門牌初編
台北市,大安區,民輝里,002鄰,新生南路一段１１７號十樓,民國114年10月17日,門牌初編
台北市,大安區,民輝里,002鄰,新生南路一段１１７號五樓,民國114年10月17日,門牌初編
台北市,大安區,民輝里,002鄰,新生南路一段１１７號六樓,民國114年10月17日,門牌初編
台北市,大安區,民輝里,002鄰,新生南路一段１１７號四樓,民國114年10月17日,門牌初編
台北市,大安區,臥龍里,003鄰,敦南街１０１號,民國114年10月16日,門牌初編
台北市,大安區,臥龍里,003鄰,敦南街１０１號七樓,民國114年10月16日,門牌初編
台北市,大安區,臥龍里,003鄰,敦南街１０１號七樓之１,民國114年10月16日,門牌初編
台北市,大安區,臥龍里,003鄰,敦南街１０１號七樓之２,民國114年10月16日,門牌初編
台北市,大安區,臥龍里,003鄰,敦南街１０１號七樓之３,民國114年10月16日,門牌初編
台北市,大安區,臥龍里,003鄰,敦南街１０１號七樓之５,民國114年10月16日,門牌初編
台北市,大安區,臥龍里,003鄰,敦南街１０１號九樓,民國114年10月16日,門牌初編
台北市,大安區,臥龍里,003鄰,敦南街１０１號九樓之１,民國114年10月16日,門牌初編
台北市,大安區,臥龍里,003鄰,敦南街１０１號九樓之２,民國114年10月16日,門牌初編
台北市,大安區,臥龍里,003鄰,敦南街１０１號九樓之３,民國114年10月16日,門牌初編
台北市,大安區,臥龍里,003鄰,敦南街１０１號九樓之５,民國114年10月16日,門牌初編
台北市,大安區,臥龍里,003鄰,敦南街１０１號二樓,民國114年10月16日,門牌初編
台北市,大安區,臥龍里,003鄰,敦南街１０１號二樓之１,民國114年10月16日,門牌初編
台北市,大安區,臥龍里,003鄰,敦南街１０１號二樓之２,民國114年10月16日,門牌初編
台北市,大安區,臥龍里,003鄰,敦南街１０１號二樓之３,民國114年10月16日,門牌初編
台北市,大安區,臥龍里,003鄰,敦南街１０１號二樓之５,民國114年10月16日,門牌初編
台北市,大安區,臥龍里,003鄰,敦南街１０１號八樓,民國114年10月16日,門牌初編
台北市,大安區,臥龍里,003鄰,敦南街１０１號八樓之１,民國114年10月16日,門牌初編
台北市,大安區,臥龍里,003鄰,敦南街１０１號八樓之２,民國114年10月16日,門牌初編
台北市,大安區,臥龍里,003鄰,敦南街１０１號八樓之３,民國114年10月16日,門牌初編
台北市,大安區,臥龍里,003鄰,敦南街１０１號八樓之５,民國114年10月16日,門牌初編
台北市,大安區,臥龍里,003鄰,敦南街１０１號十一樓,民國114年10月16日,門牌初編
台北市,大安區,臥龍里,003鄰,敦南街１０１號十一樓之１,民國114年10月16日,門牌初編
台北市,大安區,臥龍里,003鄰,敦南街１０１號十一樓之２,民國114年10月16日,門牌初編
台北市,大安區,臥龍里,003鄰,敦南街１０１號十一樓之３,民國114年10月16日,門牌初編
台北市,大安區,臥龍里,003鄰,敦南街１０１號十二樓,民國114年10月16日,門牌初編
台北市,大安區,臥龍里,003鄰,敦南街１０１號十二樓之１,民國114年10月16日,門牌初編
台北市,大安區,臥龍里,003鄰,敦南街１０１號十二樓之２,民國114年10月16日,門牌初編
台北市,大安區,臥龍里,003鄰,敦南街１０１號十三樓,民國114年10月16日,門牌初編
台北市,大安區,臥龍里,003鄰,敦南街１０１號十三樓之１,民國114年10月16日,門牌初編
台北市,大安區,臥龍里,003鄰,敦南街１０１號十三樓之２,民國114年10月16日,門牌初編
台北市,大安區,臥龍里,003鄰,敦南街１０１號十樓,民國114年10月16日,門牌初編
台北市,大安區,臥龍里,003鄰,敦南街１０１號十樓之１,民國114年10月16日,門牌初編
台北市,大安區,臥龍里,003鄰,敦南街１０１號十樓之２,民國114年10月16日,門牌初編
台北市,大安區,臥龍里,003鄰,敦南街１０１號十樓之３,民國114年10月16日,門牌初編
台北市,大安區,臥龍里,003鄰,敦南街１０１號十樓之５,民國114年10月16日,門牌初編
台北市,大安區,臥龍里,003鄰,敦南街１０１號三樓,民國114年10月16日,門牌初編
台北市,大安區,臥龍里,003鄰,敦南街１０１號三樓之１,民國114年10月16日,門牌初編
台北市,大安區,臥龍里,003鄰,敦南街１０１號三樓之２,民國114年10月16日,門牌初編
台北市,大安區,臥龍里,003鄰,敦南街１０１號三樓之３,民國114年10月16日,門牌初編
台北市,大安區,臥龍里,003鄰,敦南街１０１號三樓之５,民國114年10月16日,門牌初編
台北市,大安區,臥龍里,003鄰,敦南街１０１號五樓,民國114年10月16日,門牌初編
台北市,大安區,臥龍里,003鄰,敦南街１０１號五樓之１,民國114年10月16日,門牌初編
台北市,大安區,臥龍里,003鄰,敦南街１０１號五樓之２,民國114年10月16日,門牌初編
台北市,大安區,臥龍里,003鄰,敦南街１０１號五樓之３,民國114年10月16日,門牌初編
台北市,大安區,臥龍里,003鄰,敦南街１０１號五樓之５,民國114年10月16日,門牌初編
台北市,大安區,臥龍里,003鄰,敦南街１０１號六樓,民國114年10月16日,門牌初編
台北市,大安區,臥龍里,003鄰,敦南街１０１號六樓之１,民國114年10月16日,門牌初編
台北市,大安區,臥龍里,003鄰,敦南街１０１號六樓之２,民國114年10月16日,門牌初編
台北市,大安區,臥龍里,003鄰,敦南街１０１號六樓之３,民國114年10月16日,門牌初編
台北市,大安區,臥龍里,003鄰,敦南街１０１號六樓之５,民國114年10月16日,門牌初編
台北市,大安區,臥龍里,003鄰,敦南街１０１號四樓,民國114年10月16日,門牌初編
台北市,大安區,臥龍里,003鄰,敦南街１０１號四樓之１,民國114年10月16日,門牌初編
台北市,大安區,臥龍里,003鄰,敦南街１０１號四樓之２,民國114年10月16日,門牌初編
台北市,大安區,臥龍里,003鄰,敦南街１０１號四樓之３,民國114年10月16日,門牌初編
台北市,大安區,臥龍里,003鄰,敦南街１０１號四樓之５,民國114年10月16日,門牌初編
台北市,大安區,學府里,004鄰,羅斯福路四段１１９巷６２弄５１號,民國114年10月9日,門牌初編
台北市,大安區,民炤里,014鄰,建國南路一段３０４巷５１號,民國114年9月8日,門牌初編
台北市,大安區,民炤里,014鄰,建國南路一段３０４巷５３號,民國114年9月8日,門牌初編
台北市,大安區,民炤里,014鄰,建國南路一段３０４巷５３號七樓,民國114年9月8日,門牌初編
台北市,大安區,民炤里,014鄰,建國南路一段３０４巷５３號七樓之１,民國114年9月8日,門牌初編
台北市,大安區,民炤里,014鄰,建國南路一段３０４巷５３號七樓之２,民國114年9月8日,門牌初編
台北市,大安區,民炤里,014鄰,建國南路一段３０４巷５３號七樓之３,民國114年9月8日,門牌初編
台北市,大安區,民炤里,014鄰,建國南路一段３０４巷５３號七樓之５,民國114年9月8日,門牌初編
台北市,大安區,民炤里,014鄰,建國南路一段３０４巷５３號二樓,民國114年9月8日,門牌初編
台北市,大安區,民炤里,014鄰,建國南路一段３０４巷５３號二樓之１,民國114年9月8日,門牌初編
台北市,大安區,民炤里,014鄰,建國南路一段３０４巷５３號二樓之２,民國114年9月8日,門牌初編
台北市,大安區,民炤里,014鄰,建國南路一段３０４巷５３號二樓之３,民國114年9月8日,門牌初編
台北市,大安區,民炤里,014鄰,建國南路一段３０４巷５３號二樓之５,民國114年9月8日,門牌初編
台北市,大安區,民炤里,014鄰,建國南路一段３０４巷５３號二樓之６,民國114年9月8日,門牌初編
台北市,大安區,民炤里,014鄰,建國南路一段３０４巷５３號八樓,民國114年9月8日,門牌初編
台北市,大安區,民炤里,014鄰,建國南路一段３０４巷５３號八樓之１,民國114年9月8日,門牌初編
台北市,大安區,民炤里,014鄰,建國南路一段３０４巷５３號八樓之２,民國114年9月8日,門牌初編
台北市,大安區,民炤里,014鄰,建國南路一段３０４巷５３號八樓之３,民國114年9月8日,門牌初編
台北市,大安區,民炤里,014鄰,建國南路一段３０４巷５３號八樓之５,民國114年9月8日,門牌初編
台北市,大安區,民炤里,014鄰,建國南路一段３０４巷５３號三樓,民國114年9月8日,門牌初編
台北市,大安區,民炤里,014鄰,建國南路一段３０４巷５３號三樓之１,民國114年9月8日,門牌初編
台北市,大安區,民炤里,014鄰,建國南路一段３０４巷５３號三樓之２,民國114年9月8日,門牌初編
台北市,大安區,民炤里,014鄰,建國南路一段３０４巷５３號三樓之３,民國114年9月8日,門牌初編
台北市,大安區,民炤里,014鄰,建國南路一段３０４巷５３號三樓之５,民國114年9月8日,門牌初編
台北市,大安區,民炤里,014鄰,建國南路一段３０４巷５３號三樓之６,民國114年9月8日,門牌初編
台北市,大安區,民炤里,014鄰,建國南路一段３０４巷５３號五樓,民國114年9月8日,門牌初編
台北市,大安區,民炤里,014鄰,建國南路一段３０４巷５３號五樓之１,民國114年9月8日,門牌初編
台北市,大安區,民炤里,014鄰,建國南路一段３０４巷５３號五樓之２,民國114年9月8日,門牌初編
台北市,大安區,民炤里,014鄰,建國南路一段３０４巷５３號五樓之３,民國114年9月8日,門牌初編
台北市,大安區,民炤里,014鄰,建國南路一段３０４巷５３號六樓,民國114年9月8日,門牌初編
台北市,大安區,民炤里,014鄰,建國南路一段３０４巷５３號六樓之１,民國114年9月8日,門牌初編
台北市,大安區,民炤里,014鄰,建國南路一段３０４巷５３號六樓之２,民國114年9月8日,門牌初編
台北市,大安區,民炤里,014鄰,建國南路一段３０４巷５３號六樓之３,民國114年9月8日,門牌初編
台北市,大安區,民炤里,014鄰,建國南路一段３０４巷５３號六樓之５,民國114年9月8日,門牌初編
台北市,大安區,民炤里,014鄰,建國南路一段３０４巷５３號四樓,民國114年9月8日,門牌初編
台北市,大安區,民炤里,014鄰,建國南路一段３０４巷５３號四樓之１,民國114年9月8日,門牌初編
台北市,大安區,民炤里,014鄰,建國南路一段３０４巷５３號四樓之２,民國114年9月8日,門牌初編
台北市,大安區,民炤里,014鄰,建國南路一段３０４巷５３號四樓之３,民國114年9月8日,門牌初編
台北市,大安區,民炤里,014鄰,建國南路一段３０４巷５３號四樓之５,民國114年9月8日,門牌初編
台北市,大安區,民炤里,014鄰,建國南路一段３０４巷５３號四樓之６,民國114年9月8日,門牌初編
台北市,中山區,江寧里,004鄰,合江街１８０巷２６號七樓,民國114年11月24日,門牌初編
台北市,中山區,江寧里,004鄰,合江街１８０巷２６號九樓,民國114年11月24日,門牌初編
台北市,中山區,江寧里,004鄰,合江街１８０巷２６號八樓,民國114年11月24日,門牌初編
台北市,中山區,江寧里,004鄰,合江街１８０巷２６號十一樓,民國114年11月24日,門牌初編
台北市,中山區,江寧里,004鄰,合江街１８０巷２６號十二樓,民國114年11月24日,門牌初編
台北市,中山區,江寧里,004鄰,合江街１８０巷２６號十樓,民國114年11月24日,門牌初編
台北市,中山區,江寧里,004鄰,合江街１８０巷２６號三樓,民國114年11月24日,門牌初編
台北市,中山區,江寧里,004鄰,合江街１８０巷２６號五樓,民國114年11月24日,門牌初編
台北市,中山區,江寧里,004鄰,合江街１８０巷２６號六樓,民國114年11月24日,門牌初編
台北市,中山區,江寧里,004鄰,合江街１８０巷２６號四樓,民國114年11月24日,門牌初編
台北市,中山區,江寧里,004鄰,合江街１８０巷２８號七樓,民國114年11月24日,門牌初編
台北市,中山區,江寧里,004鄰,合江街１８０巷２８號十一樓,民國114年11月24日,門牌初編
台北市,中山區,江寧里,004鄰,合江街１８０巷２８號十二樓,民國114年11月24日,門牌初編
台北市,中山區,江寧里,004鄰,合江街１８０巷２８號十樓,民國114年11月24日,門牌初編
台北市,中山區,江寧里,004鄰,合江街１８０巷２８號三樓,民國114年11月24日,門牌初編
台北市,中山區,江寧里,004鄰,合江街１８０巷２８號五樓,民國114年11月24日,門牌初編
台北市,中山區,江寧里,004鄰,合江街１８０巷２８號六樓,民國114年11月24日,門牌初編
台北市,中山區,江寧里,004鄰,合江街１８０巷２８號四樓,民國114年11月24日,門牌初編
台北市,中山區,江寧里,004鄰,合江街１８０巷３０號,民國114年11月24日,門牌初編
台北市,中山區,江寧里,004鄰,合江街１８０巷３０號七樓,民國114年11月24日,門牌初編
台北市,中山區,江寧里,004鄰,合江街１８０巷３０號九樓,民國114年11月24日,門牌初編
台北市,中山區,江寧里,004鄰,合江街１８０巷３０號二樓,民國114年11月24日,門牌初編
台北市,中山區,江寧里,004鄰,合江街１８０巷３０號八樓,民國114年11月24日,門牌初編
台北市,中山區,江寧里,004鄰,合江街１８０巷３０號十一樓,民國114年11月24日,門牌初編
台北市,中山區,江寧里,004鄰,合江街１８０巷３０號十二樓,民國114年11月24日,門牌初編
台北市,中山區,江寧里,004鄰,合江街１８０巷３０號十樓,民國114年11月24日,門牌初編
台北市,中山區,江寧里,004鄰,合江街１８０巷３０號三樓,民國114年11月24日,門牌初編
台北市,中山區,江寧里,004鄰,合江街１８０巷３０號五樓,民國114年11月24日,門牌初編
台北市,中山區,江寧里,004鄰,合江街１８０巷３０號六樓,民國114年11月24日,門牌初編
台北市,中山區,江寧里,004鄰,合江街１８０巷３０號四樓,民國114年11月24日,門牌初編
台北市,中山區,江寧里,004鄰,合江街１８０巷３２號,民國114年11月24日,門牌初編
台北市,中山區,江寧里,004鄰,合江街１８０巷３２號二樓,民國114年11月24日,門牌初編
台北市,中山區,江寧里,004鄰,合江街１８０巷３２號十一樓,民國114年11月24日,門牌初編
台北市,中山區,江寧里,004鄰,合江街１８０巷３２號十樓,民國114年11月24日,門牌初編
台北市,中山區,江寧里,004鄰,合江街１８０巷３２號三樓,民國114年11月24日,門牌初編
台北市,中山區,江寧里,004鄰,合江街１８０巷３２號五樓,民國114年11月24日,門牌初編
台北市,中山區,江寧里,004鄰,合江街１８０巷３２號六樓,民國114年11月24日,門牌初編
台北市,中山區,江寧里,004鄰,合江街１８０巷３２號四樓,民國114年11月24日,門牌初編
台北市,中山區,中山里,019鄰,新生北路二段６２巷３３號,民國114年11月20日,門牌初編
台北市,中山區,正守里,010鄰,林森北路６７巷２５號七樓,民國114年11月5日,門牌初編
台北市,中山區,正守里,010鄰,林森北路６７巷２５號九樓,民國114年11月5日,門牌初編
台北市,中山區,正守里,010鄰,林森北路６７巷２５號二樓,民國114年11月5日,門牌初編
台北市,中山區,正守里,010鄰,林森北路６７巷２５號八樓,民國114年11月5日,門牌初編
台北市,中山區,正守里,010鄰,林森北路６７巷２５號十一樓,民國114年11月5日,門牌初編
台北市,中山區,正守里,010鄰,林森北路６７巷２５號十二樓,民國114年11月5日,門牌初編
台北市,中山區,正守里,010鄰,林森北路６７巷２５號十樓,民國114年11月5日,門牌初編
台北市,中山區,正守里,010鄰,林森北路６７巷２５號三樓,民國114年11月5日,門牌初編
台北市,中山區,正守里,010鄰,林森北路６７巷２５號五樓,民國114年11月5日,門牌初編
台北市,中山區,正守里,010鄰,林森北路６７巷２５號六樓,民國114年11月5日,門牌初編
台北市,中山區,正守里,010鄰,林森北路６７巷２５號四樓,民國114年11月5日,門牌初編
台北市,中山區,正守里,010鄰,林森北路６７巷２７號七樓,民國114年11月5日,門牌初編
台北市,中山區,正守里,010鄰,林森北路６７巷２７號九樓,民國114年11月5日,門牌初編
台北市,中山區,正守里,010鄰,林森北路６７巷２７號二樓,民國114年11月5日,門牌初編
台北市,中山區,正守里,010鄰,林森北路６７巷２７號八樓,民國114年11月5日,門牌初編
台北市,中山區,正守里,010鄰,林森北路６７巷２７號十一樓,民國114年11月5日,門牌初編
台北市,中山區,正守里,010鄰,林森北路６７巷２７號十二樓,民國114年11月5日,門牌初編
台北市,中山區,正守里,010鄰,林森北路６７巷２７號十三樓,民國114年11月5日,門牌初編
台北市,中山區,正守里,010鄰,林森北路６７巷２７號十樓,民國114年11月5日,門牌初編
台北市,中山區,正守里,010鄰,林森北路６７巷２７號三樓,民國114年11月5日,門牌初編
台北市,中山區,正守里,010鄰,林森北路６７巷２７號五樓,民國114年11月5日,門牌初編
台北市,中山區,正守里,010鄰,林森北路６７巷２７號六樓,民國114年11月5日,門牌初編
台北市,中山區,正守里,010鄰,林森北路６７巷２７號四樓,民國114年11月5日,門牌初編
台北市,中山區,正守里,010鄰,林森北路６７巷２９號七樓,民國114年11月5日,門牌初編
台北市,中山區,正守里,010鄰,林森北路６７巷２９號九樓,民國114年11月5日,門牌初編
台北市,中山區,正守里,010鄰,林森北路６７巷２９號二樓,民國114年11月5日,門牌初編
台北市,中山區,正守里,010鄰,林森北路６７巷２９號八樓,民國114年11月5日,門牌初編
台北市,中山區,正守里,010鄰,林森北路６７巷２９號十一樓,民國114年11月5日,門牌初編
台北市,中山區,正守里,010鄰,林森北路６７巷２９號十二樓,民國114年11月5日,門牌初編
台北市,中山區,正守里,010鄰,林森北路６７巷２９號十三樓,民國114年11月5日,門牌初編
台北市,中山區,正守里,010鄰,林森北路６７巷２９號十樓,民國114年11月5日,門牌初編
台北市,中山區,正守里,010鄰,林森北路６７巷２９號三樓,民國114年11月5日,門牌初編
台北市,中山區,正守里,010鄰,林森北路６７巷２９號五樓,民國114年11月5日,門牌初編
台北市,中山區,正守里,010鄰,林森北路６７巷２９號六樓,民國114年11月5日,門牌初編
台北市,中山區,正守里,010鄰,林森北路６７巷２９號四樓,民國114年11月5日,門牌初編
台北市,中山區,正守里,010鄰,林森北路６７巷３１號,民國114年11月5日,門牌初編
台北市,中山區,正守里,010鄰,林森北路６７巷３１號七樓,民國114年11月5日,門牌初編
台北市,中山區,正守里,010鄰,林森北路６７巷３１號九樓,民國114年11月5日,門牌初編
台北市,中山區,正守里,010鄰,林森北路６７巷３１號二樓,民國114年11月5日,門牌初編
台北市,中山區,正守里,010鄰,林森北路６７巷３１號八樓,民國114年11月5日,門牌初編
台北市,中山區,正守里,010鄰,林森北路６７巷３１號十一樓,民國114年11月5日,門牌初編
台北市,中山區,正守里,010鄰,林森北路６７巷３１號十二樓,民國114年11月5日,門牌初編
台北市,中山區,正守里,010鄰,林森北路６７巷３１號十樓,民國114年11月5日,門牌初編
台北市,中山區,正守里,010鄰,林森北路６７巷３１號三樓,民國114年11月5日,門牌初編
台北市,中山區,正守里,010鄰,林森北路６７巷３１號五樓,民國114年11月5日,門牌初編
台北市,中山區,正守里,010鄰,林森北路６７巷３１號六樓,民國114年11月5日,門牌初編
台北市,中山區,正守里,010鄰,林森北路６７巷３１號四樓,民國114年11月5日,門牌初編
台北市,中山區,朱園里,015鄰,松江路４５巷１０號七樓,民國114年10月28日,門牌初編
台北市,中山區,朱園里,015鄰,松江路４５巷１０號九樓,民國114年10月28日,門牌初編
台北市,中山區,朱園里,015鄰,松江路４５巷１０號八樓,民國114年10月28日,門牌初編
台北市,中山區,朱園里,015鄰,松江路４５巷１０號十一樓,民國114年10月28日,門牌初編
台北市,中山區,朱園里,015鄰,松江路４５巷１０號十七樓,民國114年10月28日,門牌初編
台北市,中山區,朱園里,015鄰,松江路４５巷１０號十二樓,民國114年10月28日,門牌初編
台北市,中山區,朱園里,015鄰,松江路４５巷１０號十三樓,民國114年10月28日,門牌初編
台北市,中山區,朱園里,015鄰,松江路４５巷１０號十五樓,民國114年10月28日,門牌初編
台北市,中山區,朱園里,015鄰,松江路４５巷１０號十六樓,民國114年10月28日,門牌初編
台北市,中山區,朱園里,015鄰,松江路４５巷１０號十四樓,民國114年10月28日,門牌初編
台北市,中山區,朱園里,015鄰,松江路４５巷１０號十樓,民國114年10月28日,門牌初編
台北市,中山區,朱園里,015鄰,松江路４５巷１０號三樓,民國114年10月28日,門牌初編
台北市,中山區,朱園里,015鄰,松江路４５巷１０號五樓,民國114年10月28日,門牌初編
台北市,中山區,朱園里,015鄰,松江路４５巷１０號六樓,民國114年10月28日,門牌初編
台北市,中山區,朱園里,015鄰,松江路４５巷１０號四樓,民國114年10月28日,門牌初編
台北市,中山區,朱園里,015鄰,松江路４５巷１２號七樓,民國114年10月28日,門牌初編
台北市,中山區,朱園里,015鄰,松江路４５巷１２號九樓,民國114年10月28日,門牌初編
台北市,中山區,朱園里,015鄰,松江路４５巷１２號二樓,民國114年10月28日,門牌初編
台北市,中山區,朱園里,015鄰,松江路４５巷１２號八樓,民國114年10月28日,門牌初編
台北市,中山區,朱園里,015鄰,松江路４５巷１２號十一樓,民國114年10月28日,門牌初編
台北市,中山區,朱園里,015鄰,松江路４５巷１２號十七樓,民國114年10月28日,門牌初編
台北市,中山區,朱園里,015鄰,松江路４５巷１２號十二樓,民國114年10月28日,門牌初編
台北市,中山區,朱園里,015鄰,松江路４５巷１２號十三樓,民國114年10月28日,門牌初編
台北市,中山區,朱園里,015鄰,松江路４５巷１２號十五樓,民國114年10月28日,門牌初編
台北市,中山區,朱園里,015鄰,松江路４５巷１２號十六樓,民國114年10月28日,門牌初編
台北市,中山區,朱園里,015鄰,松江路４５巷１２號十四樓,民國114年10月28日,門牌初編
台北市,中山區,朱園里,015鄰,松江路４５巷１２號十樓,民國114年10月28日,門牌初編
台北市,中山區,朱園里,015鄰,松江路４５巷１２號三樓,民國114年10月28日,門牌初編
台北市,中山區,朱園里,015鄰,松江路４５巷１２號五樓,民國114年10月28日,門牌初編
台北市,中山區,朱園里,015鄰,松江路４５巷１２號六樓,民國114年10月28日,門牌初編
台北市,中山區,朱園里,015鄰,松江路４５巷１２號四樓,民國114年10月28日,門牌初編
台北市,中山區,朱園里,015鄰,松江路４５巷６號七樓,民國114年10月28日,門牌初編
台北市,中山區,朱園里,015鄰,松江路４５巷６號九樓,民國114年10月28日,門牌初編
台北市,中山區,朱園里,015鄰,松江路４５巷６號八樓,民國114年10月28日,門牌初編
台北市,中山區,朱園里,015鄰,松江路４５巷６號十一樓,民國114年10月28日,門牌初編
台北市,中山區,朱園里,015鄰,松江路４５巷６號十七樓,民國114年10月28日,門牌初編
台北市,中山區,朱園里,015鄰,松江路４５巷６號十二樓,民國114年10月28日,門牌初編
台北市,中山區,朱園里,015鄰,松江路４５巷６號十三樓,民國114年10月28日,門牌初編
台北市,中山區,朱園里,015鄰,松江路４５巷６號十五樓,民國114年10月28日,門牌初編
台北市,中山區,朱園里,015鄰,松江路４５巷６號十六樓,民國114年10月28日,門牌初編
台北市,中山區,朱園里,015鄰,松江路４５巷６號十四樓,民國114年10月28日,門牌初編
台北市,中山區,朱園里,015鄰,松江路４５巷６號十樓,民國114年10月28日,門牌初編
台北市,中山區,朱園里,015鄰,松江路４５巷６號三樓,民國114年10月28日,門牌初編
台北市,中山區,朱園里,015鄰,松江路４５巷６號五樓,民國114年10月28日,門牌初編
台北市,中山區,朱園里,015鄰,松江路４５巷６號六樓,民國114年10月28日,門牌初編
台北市,中山區,朱園里,015鄰,松江路４５巷６號四樓,民國114年10月28日,門牌初編
台北市,中山區,朱園里,015鄰,松江路４５巷８號七樓,民國114年10月28日,門牌初編
台北市,中山區,朱園里,015鄰,松江路４５巷８號九樓,民國114年10月28日,門牌初編
台北市,中山區,朱園里,015鄰,松江路４５巷８號二樓,民國114年10月28日,門牌初編
台北市,中山區,朱園里,015鄰,松江路４５巷８號八樓,民國114年10月28日,門牌初編
台北市,中山區,朱園里,015鄰,松江路４５巷８號十一樓,民國114年10月28日,門牌初編
台北市,中山區,朱園里,015鄰,松江路４５巷８號十七樓,民國114年10月28日,門牌初編
台北市,中山區,朱園里,015鄰,松江路４５巷８號十二樓,民國114年10月28日,門牌初編
台北市,中山區,朱園里,015鄰,松江路４５巷８號十三樓,民國114年10月28日,門牌初編
台北市,中山區,朱園里,015鄰,松江路４５巷８號十五樓,民國114年10月28日,門牌初編
台北市,中山區,朱園里,015鄰,松江路４５巷８號十六樓,民國114年10月28日,門牌初編
台北市,中山區,朱園里,015鄰,松江路４５巷８號十四樓,民國114年10月28日,門牌初編
台北市,中山區,朱園里,015鄰,松江路４５巷８號十樓,民國114年10月28日,門牌初編
台北市,中山區,朱園里,015鄰,松江路４５巷８號三樓,民國114年10月28日,門牌初編
台北市,中山區,朱園里,015鄰,松江路４５巷８號五樓,民國114年10月28日,門牌初編
台北市,中山區,朱園里,015鄰,松江路４５巷８號六樓,民國114年10月28日,門牌初編
台北市,中山區,朱園里,015鄰,松江路４５巷８號四樓,民國114年10月28日,門牌初編
台北市,中山區,正守里,001鄰,市民大道三段１１號七樓,民國114年10月27日,門牌初編
台北市,中山區,正守里,001鄰,市民大道三段１１號九樓,民國114年10月27日,門牌初編
台北市,中山區,正守里,001鄰,市民大道三段１１號二樓,民國114年10月27日,門牌初編
台北市,中山區,正守里,001鄰,市民大道三段１１號八樓,民國114年10月27日,門牌初編
台北市,中山區,正守里,001鄰,市民大道三段１１號十一樓,民國114年10月27日,門牌初編
台北市,中山區,正守里,001鄰,市民大道三段１１號十二樓,民國114年10月27日,門牌初編
台北市,中山區,正守里,001鄰,市民大道三段１１號十三樓,民國114年10月27日,門牌初編
台北市,中山區,正守里,001鄰,市民大道三段１１號十五樓,民國114年10月27日,門牌初編
台北市,中山區,正守里,001鄰,市民大道三段１１號十四樓,民國114年10月27日,門牌初編
台北市,中山區,正守里,001鄰,市民大道三段１１號十樓,民國114年10月27日,門牌初編
